CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
46212;org.jsecurity.authz.aop.RoleAnnotationMethodInterceptorEvoSuiteTest$null;13;5;0;3;3;429;166;262;1;1657;1036
46337;org.jsecurity.authz.aop.UserAnnotationHandlerEvoSuiteTest$null;11;3;2;6;6;431;166;264;1;1655;1042
46378;org.jsecurity.authz.aop.UserAnnotationMethodInterceptorEvoSuiteTest$null;13;4;0;3;3;431;166;264;1;1655;1045
46388;org.jsecurity.authz.permission.AllPermissionEvoSuiteTest$null;8;1;1;1;1;432;167;264;1;1654;1046
47649;org.jsecurity.authz.permission.WildcardPermissionEvoSuiteTest$null;14;5;47;95;95;479;183;295;1;1607;1141
47660;org.jsecurity.authz.permission.WildcardPermissionResolverEvoSuiteTest$null;10;2;0;1;10;479;183;295;1;1607;1142
47693;org.jsecurity.cache.HashtableCacheEvoSuiteTest$null;11;4;1;3;3;480;184;295;1;1606;1145
47694;org.jsecurity.cache.HashtableCacheManagerEvoSuiteTest$null;9;2;0;0;0;480;184;295;1;1606;1145
58335;org.jsecurity.codec.Base64EvoSuiteTest$null;23;10;230;472;697;710;298;410;2;1376;1617
63119;org.jsecurity.codec.CodecSupportEvoSuiteTest$null;59;63;17;117;437;727;312;413;2;1359;1734
63362;org.jsecurity.codec.HexEvoSuiteTest$null;11;4;9;26;52;736;312;422;2;1350;1760
68568;org.jsecurity.config.ResourceConfigurationEvoSuiteTest$null;102;71;6;64;79;742;312;428;2;1344;1824
77163;org.jsecurity.config.TextConfigurationEvoSuiteTest$null;106;77;13;109;130;755;325;428;2;1331;1933
80142;org.jsecurity.crypto.BlowfishCipherEvoSuiteTest$null;27;35;6;113;265;761;325;434;2;1325;2046
84431;org.jsecurity.crypto.hash.AbstractHashEvoSuiteTest$null;48;35;9;150;532;770;330;438;2;1316;2196
85490;org.jsecurity.crypto.hash.Md2HashEvoSuiteTest$null;12;7;2;46;173;772;331;439;2;1314;2242
88041;org.jsecurity.crypto.hash.Md5HashEvoSuiteTest$null;12;7;4;116;530;776;334;440;2;1310;2358
89611;org.jsecurity.crypto.hash.Sha1HashEvoSuiteTest$null;11;7;6;72;233;782;338;442;2;1304;2430
90641;org.jsecurity.crypto.hash.Sha256HashEvoSuiteTest$null;13;7;2;49;193;784;339;443;2;1302;2479
92529;org.jsecurity.crypto.hash.Sha384HashEvoSuiteTest$null;12;17;5;82;358;789;339;448;2;1297;2561
93261;org.jsecurity.crypto.hash.Sha512HashEvoSuiteTest$null;11;7;2;38;173;791;340;449;2;1295;2599
93318;org.jsecurity.io.DefaultSerializerEvoSuiteTest$null;7;8;4;5;5;795;341;452;2;1291;2604
95490;org.jsecurity.io.IniResourceEvoSuiteTest$null;16;13;23;78;88;818;343;473;2;1268;2682
96411;org.jsecurity.io.ResourceUtilsEvoSuiteTest$null;14;11;14;38;48;832;351;479;2;1254;2720
96714;org.jsecurity.io.TextResourceEvoSuiteTest$null;13;8;3;13;21;835;352;481;2;1251;2733
96817;org.jsecurity.io.XmlSerializerEvoSuiteTest$null;10;12;4;5;5;839;353;484;2;1247;2738
97369;org.jsecurity.jndi.JndiLocatorEvoSuiteTest$null;14;12;4;22;22;843;355;486;2;1243;2760
97712;org.jsecurity.jndi.JndiTemplateEvoSuiteTest$null;12;9;6;16;17;849;361;486;2;1237;2776
98419;org.jsecurity.realm.CachingRealmEvoSuiteTest$null;24;22;1;17;18;850;362;486;2;1236;2793
99316;org.jsecurity.realm.jndi.JndiRealmFactoryEvoSuiteTest$null;15;10;6;34;40;856;364;490;2;1230;2827
100073;org.jsecurity.realm.ldap.DefaultLdapContextFactoryEvoSuiteTest$null;12;9;10;32;32;866;365;499;2;1220;2859
100127;org.jsecurity.realm.ldap.LdapUtilsEvoSuiteTest$null;11;7;2;3;3;868;366;500;2;1218;2862
100137;org.jsecurity.session.ProxiedSessionEvoSuiteTest$null;5;1;1;1;1;869;367;500;2;1217;2863
100638;org.jsecurity.session.mgt.ExecutorServiceSessionValidationSchedulerEvoSuiteTest$null;19;17;6;15;15;875;372;501;2;1211;2878
109372;org.jsecurity.util.AntPathMatcherEvoSuiteTest$null;15;10;241;401;401;1116;535;573;8;970;3279
110126;org.jsecurity.util.ClassUtilsEvoSuiteTest$null;14;12;5;29;29;1121;537;576;8;965;3308
110632;org.jsecurity.util.CollectionUtilsEvoSuiteTest$null;6;2;6;42;56;1127;537;582;8;959;3350
110734;org.jsecurity.util.JavaEnvironmentEvoSuiteTest$null;6;1;4;11;11;1131;541;582;8;955;3361
110786;org.jsecurity.util.JdbcUtilsEvoSuiteTest$null;9;7;0;3;3;1131;541;582;8;955;3364
111977;org.jsecurity.util.PermissionUtilsEvoSuiteTest$null;9;5;18;74;112;1149;543;598;8;937;3438
114009;org.jsecurity.util.StringUtilsEvoSuiteTest$null;11;8;55;131;159;1204;565;631;8;882;3569
114061;org.jsecurity.web.RedirectViewEvoSuiteTest$null;10;6;0;3;3;1204;565;631;8;882;3572
114347;org.jsecurity.web.attr.RequestParamAttributeEvoSuiteTest$null;11;8;0;15;15;1204;565;631;8;882;3587
114347;org.jsecurity.web.servlet.ServletContextSupportEvoSuiteTest$null;5;1;0;0;0;1204;565;631;8;882;3587
